Name,Year,Latitude,Longitude,Country
 Toshkent Davlat Texnika Universiteti,1920,41.3525984,69.206868,UZ
 Turun yliopisto,1920,60.4562974,22.2851138,FI
 Universidad de Concepción,1920,-36.8294765,-73.0341825,CL
 Universidade Federal do Rio de Janeiro,1920,-22.9522858,-43.1743904,BR
 Universitatea Politehnica din Timisoara,1920,45.7536393,21.2251615,RO
 Université Épiscopale d'Haiti,1920,18.5388222,-72.3363997,HT
" University of Computer Studies, Yangon",1920,17.0021126,96.0924138,MM
 University of Economics - Varna,1920,43.209057,27.923601,BG
 University of National and World Economy,1920,42.6512623,23.3489045,BG
 University of New Haven,1920,41.2907061,-72.9615183,US
 University of Northwestern Ohio,1920,40.7618395,-84.1580211,US
 University of St. Francis,1920,41.5332096,-88.0975858,US
 Uniwersytet Morski w Gdyn,1920,54.526062,18.5127849,PL
 Ural Federal University,1920,56.8404249,60.6161195,RU
 Vanguard University of Southern California,1920,33.6616915,-117.9011558,US
 Yanshan University,1920,39.904508,119.539719,CN
 Yerevan State Medical University,1920,40.1876424,44.5253454,AM
 Dniprovsk State Technical University,1920,48.537872,34.567716,UA
 Donetsk National University of Economy and Trade,1920,48.011012,37.79626,UA
 Adams State University,1921,37.4746242,-105.8806504,US
 Ambrose University,1921,51.0339643,-114.1934126,CA
 Azerbaycan Dövlet Pedaqoji Universiteti,1921,40.396605,49.8360584,AZ
 Baki Musiqi Akademiyasi,1921,40.3773515,49.8445466,AZ
 Campus Adventiste du Salève,1921,46.1365353,6.1585354,FR
 Concordia University of Edmonton,1921,53.560467,-113.445815,CA
 Daugavpils Universitate,1921,55.868964,26.5155082,LV
 Doho University,1921,35.1637585,136.843385,JP
 Faith Baptist Bible College and Theological Seminary,1921,41.7366939,-93.6245626,US
 Hebei University,1921,38.873378,115.516758,CN
 Hebrew College,1921,42.3256922,-71.1892121,US
 Huizhou University,1921,23.0449384,114.4185744,CN
 Latvijas Sporta pedagogijas akademija,1921,56.9854114,24.2067248,LV
 Leyte Normal University,1921,11.2379498,125.0013154,PH
 Lugansk National Agrarian University,1921,49.2810163,38.9031538,UA
 Luhansk Taras Shevchenko National University,1921,49.2815662,38.9047765,UA
 Mahatma Gandhi Kashi Vidyapeeth,1921,25.3212297,82.9895585,IN
 Moscow State University of Civil Engineering,1921,55.8573285,37.691449,RU
 Moscow Technical University of Communications and Informatics,1921,55.784295,37.4824304,RU
" National Academy of Music ""Pancho Vladigerov""",1921,42.6950659,23.3471729,BG
 National University of Architecture and Construction of Armenia,1921,40.1902507,44.5221767,AM
 National University of Cherkasy,1921,49.4533928,32.0461858,UA
 National University of State Tax Service of Ukraine,1921,50.5219292,30.2257914,UA
 NED University of Engineering and Technology,1921,24.9290421,67.1145359,PK
 Odessa National Economics University,1921,46.489805,30.7339055,UA
 Perm State Pedagogical University,1921,58.009213,56.2555889,RU
 Robert Morris University,1921,40.5215511,-80.2119216,US
 Rosemont College,1921,40.0325184,-75.3284567,US
 Simpson University,1921,40.6144047,-122.3322751,US
 The Art Institute of Pittsburgh,1921,40.447526,-79.9892008,US
 Thomas More University,1921,39.021719,-84.5680072,US
 Ukrainian Medical Stomatological Academy,1921,49.5820487,34.5480376,UA
 Università Cattolica del Sacro Cuore,1921,45.4621325,9.1771785,IT
" University of California, Santa Barbara",1921,34.4139629,-119.848947,US
 University of Colombo,1921,6.9018871,79.8604377,LK
 University of Dhaka,1921,23.7339937,90.392784,BD
 University of Lucknow,1921,26.8633208,80.9360197,IN
 Vinnitsa National Medical University,1921,49.2278767,28.4464708,UA
 Visva-Bharati University,1921,23.6824572,87.6904851,IN
 Xiamen University,1921,24.4373484,118.097855,CN
 Yerevan Komitas State Conservatory,1921,40.1871479,44.5169637,AM
 Kolegji Universitar Qiriazi,1922,41.3623534,19.7671379,AL
 Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,1922,52.217093,20.9707995,PL
 Armenian State Pedagogical University,1922,40.1752023,44.5238018,AM
 Cleveland University-Kansas City,1922,38.9320245,-94.6791894,US
 Concordia College Alabama,1922,32.425468,-87.017734,US
 Dnipropetrovsk State Agrarian and Economic University,1922,48.4615915,35.0670862,UA
 École Nationale de la Météorologie,1922,43.5743867,1.3762844,FR
 Georgian Technical University,1922,41.7171696,44.7781599,GE
 Hochschule für Künste Bremen,1922,53.0974622,8.769418,DE
 Indiana University South Bend,1922,41.6622956,-86.2197183,US
 Japan Women's College of Physical Education,1922,35.6766095,139.5891887,JP
 Jumonji University,1922,35.7997459,139.5511294,JP
 Kansai University,1922,34.7723036,135.5093987,JP
 Kauno technologijos universitetas,1922,54.898991,23.912825,LT
 Kazan State Agricultural University,1922,55.7949274,49.1409362,RU
 Kuban State Agricultural University,1922,45.0483481,38.9232811,RU
 Lahore College for Women University,1922,31.2551074,72.3558813,PK
 Lietuvos sveikatos mokslu universitetas,1922,54.8942492,23.9167513,LT
 Makerere University,1922,0.3292819,32.5710773,UG
 Midwestern State University,1922,33.8713557,-98.5215656,US
 Murray State University,1922,36.6163842,-88.3214979,US
 Nakhon Sawan Rajabhat University,1922,15.6893631,100.107101,TH
 National Taiwan Normal University,1922,25.0261538,121.5274867,TW
 Niigata University,1922,37.9204385,139.0350073,JP
 Notre Dame College,1922,41.5074323,-81.515497,US
 O.M. Beketov National University of Urban Economy in Kharkiv,1922,49.9953598,36.242221,UA
 Okayama University,1922,34.687057,133.9222083,JP
 Osaka Institute of Technology,1922,34.7306914,135.5437041,JP
 Rikkyo University,1922,35.7299504,139.7022176,JP
 Takushoku University,1922,35.7154678,139.7362701,JP
 Tbilisi State Academy of Arts,1922,41.7014381,44.7929081,GE
 Tver State Technical University,1922,56.8654044,35.914941,RU
 Universidade Federal de Viçosa,1922,-20.7610693,-42.8701632,BR
 Universitatea Nationala de Educatie Fizica si Sport,1922,44.4397245,26.0694462,RO
 Université Publique du Sud au Cayes,1922,18.2676161,-73.7895203,HT
 Universiti Pendidikan Sultan Idris,1922,3.685019,101.524086,MY
 University of Delhi,1922,28.5842523,77.1638282,IN
 University of the Witwatersrand,1922,-26.1928836,28.0304733,ZA
" University of Transport ""Todor Kableshkov""",1922,42.6790043,23.3818407,BG
 Vytauto Didžiojo universitetas,1922,54.8985711,23.9140946,LT
 Walsh College,1922,42.5738914,-83.1471631,US
 Xinxiang Medical University,1922,35.291488,113.935952,CN
 Zhytomyr National Agroecological University,1922,50.24873,28.668065,UA
 Alice Lloyd College,1923,37.3359167,-82.8735944,US
 Chinju National University of Education,1923,35.186391,128.0671797,KR
 College of Saint Mary,1923,41.2399719,-96.0219357,US
 Columbia International University,1923,34.0730769,-81.0739172,US
 Daito Bunka University,1923,36.0008838,139.3679327,JP
 Damascus University,1923,33.5112984,36.2907898,SY
 École Supérieure de Fonderie et de Forge,1923,48.8229372,2.2248448,FR
 Fontbonne University,1923,38.641545,-90.315891,US
 Franciscan Missionaries of Our Lady University,1923,30.400146,-91.1105053,US
 Fukuoka Women's University,1923,33.6657157,130.4387513,JP
 Henan Normal University,1923,35.3268663,113.9159103,CN
 Higher School of Telecommunications and Post,1923,40.6368371,-74.0233013,US
 Jeonju National University of Education,1923,35.8084175,127.155278,KR
 Kharkiv Medical Academy of Postgraduate Education,1923,50.0093251,36.2292704,UA
 Kiang Wu Nursing College of Macau,1923,22.1360868,113.5678528,MO
 Lamar University,1923,30.0399047,-94.0756152,US
 Life Pacific College,1923,34.0987651,-117.829457,US
 Matsuyama University,1923,33.850811,132.7674589,JP
 McMurry University,1923,32.43038,-99.749702,US
 Melitopol State Pedagogical University,1923,46.8423457,35.3782861,UA
 National Dairy Research Institute,1923,40.7429529,-73.9922843,US
 National Taichung University of Education,1923,24.1436581,120.6718274,TW
" Northeastern University, China",1923,42.3398067,-71.0891717,US
 Northern Luzon Adventist College,1923,16.1939012,120.5163753,PH
 Radboud Universiteit Nijmegen,1923,51.816701,5.865272,NL
 Rashtrasant Tukadoji Maharaj Nagpur University,1923,21.1468555,79.050062,IN
 Rowan University,1923,39.7089194,-75.1182734,US
 Schreiner University,1923,30.0315591,-99.1290594,US
 Shota Rustaveli Theatre and Film Georgian State University,1923,41.7048099,44.8006774,GE
 South Texas College of Law,1923,29.7529503,-95.3649387,US
 Stephen F. Austin State University,1923,31.6215652,-94.6464596,US
 Texas Tech University,1923,33.5842591,-101.8782822,US
 Udon Thani Rajabhat University,1923,17.3974875,102.7945178,TH
 Universidad Autónoma Agraria Antonio Narro,1923,25.3534747,-101.0308635,MX
 University of Saint Mary,1923,39.2783084,-94.9063137,US
 University of St Mark and St John,1923,50.4197618,-4.1104325,GB
 Yunnan University,1923,25.0532915,102.7034758,CN
 American Baptist College,1924,36.202408,-86.7898667,US
 California Western School of Law,1924,32.721719,-117.1624897,US
 Chestnut Hill College,1924,40.0866725,-75.2286092,US
 Chiang Mai Rajabhat University,1924,18.806717,98.986225,TH
 Cincinnati Christian University,1924,39.1135758,-84.5546235,US
 Curtis Institute of Music,1924,39.9488153,-75.1706467,US
 Delta State University,1924,33.7453784,-90.7354508,US
 Donetsk National Technical University,1924,48.278143,37.1782095,UA
 Gerrit Rietveld Academie,1924,52.3419845,4.8597815,NL
 Harding University,1924,35.245152,-91.7235465,US
 High Point University,1924,35.9720695,-79.9949983,US
 IFP School,1924,48.8774452,2.1726404,FR
 Lebanese American University,1924,33.8929019,35.4778571,LB
 Misericordia University,1924,41.345197,-75.9707268,US
 National Pingtung University of Science and Technology,1924,22.6433454,120.6098266,TW
 Nazareth College,1924,43.1030175,-77.520027,US
 Northpoint Bible College,1924,42.7653624,-71.0793642,US
 Ocean University of China,1924,36.061255,120.335301,CN
 Pukyong National University,1924,35.134032,129.1031735,KR
 Rissho University,1924,35.6207196,139.7234042,JP
 Senzoku Gakuen College of Music,1924,35.594565,139.614291,JP
 Sumy State Pedagogical University,1924,50.8902547,34.7553278,UA
 Sun Yat-Sen University,1924,23.0965384,113.298883,CN
 Technion - Israel Institute of Technology,1924,32.7767783,35.0231271,IL
 The Academy of Management,1924,41.1402972,-73.8114695,US
 Tsurumi University,1924,35.504954,139.672771,JP
 Universidade de Ribeirão Preto,1924,-21.2030233,-47.7793747,BR
 Università degli Studi di Bari,1924,41.1205546,16.8684745,IT
 Università degli Studi di Milano,1924,45.4601435,9.1945843,IT
 University of Finance and Economics,1924,47.9190602,106.93045,MN
 Visayas State University,1924,10.744397,124.792071,PH
 Vitebsk State Academy of Veterinary Medicine,1924,55.1968585,30.2164753,BY
 Xinjiang University,1924,43.7650239,87.6163306,CN
 Yangon Technological University,1924,16.8757128,96.1169848,MM
 Yezin Agricultural University,1924,19.833639,96.273742,MM
 École Supérieure des Techniques Aéronautiques et de Construction Automobile,1925,48.788552,2.041381,FR
 Hangzhou Medical College,1925,30.172996,120.1596244,CN
 The Eastern University,1925,40.0511981,-75.37128,US
 Albertus Magnus College,1925,41.3316093,-72.9226957,US
 Aristotle University of Thessaloniki,1925,40.6308283,22.9592224,GR
 Baliuag University,1925,14.9527002,120.8981425,PH
 Centralia College,1925,46.7161844,-122.9606849,US
 Claremont Graduate University,1925,34.1040411,-117.7139522,US
 Colorado Mesa University,1925,39.0808594,-108.5543371,US
 École Nationale Polytechnique,1925,36.7232318,3.1507596,DZ
 Embry-Riddle Aeronautical University,1925,37.6289836,-97.2458902,US
 Emily Carr University of Art and Design,1925,49.267579,-123.0925322,CA
 EPF École d'Ingénieurs,1925,48.7789059,2.3026367,FR
 Fu Jen Catholic University,1925,25.0334487,121.4334756,TW
 Gannon University,1925,42.1282445,-80.0865882,US
 Hochschule für Musik und Tanz Köln,1925,50.9478634,6.9609627,DE
 Hochschule für Philosophie,1925,48.1487926,11.5833674,DE
 Kyrgyz National University,1925,42.8823804,74.5871064,KG
 Mandalay University,1925,21.9561654,96.093483,MM
 Mapúa University,1925,14.5905251,120.9781245,PH
 Memorial University of Newfoundland,1925,47.5737975,-52.7329053,CA
 Meycauayan College,1925,14.7447976,120.9584868,PH
 Mount Saint Mary's University,1925,39.6799914,-77.3486971,US
 New Hope Christian College,1925,44.0329337,-123.1524596,US
 Osaka Shoin Women's University,1925,34.6637321,135.5773913,JP
 Palucca Hochschule für Tanz Dresden,1925,51.02907,13.77088,DE
 Philosophisch-Theologische Hochschule SVD St. Augustin,1925,50.7743839,7.1779243,DE
 Pontificio Istituto di Archeologia Cristiana,1925,41.8979866,12.499856,IT
 Rajabhat Maha Sarakham University,1925,16.199831,103.2724282,TH
 Saint Petersburg State Pediatric Medical Academy,1925,59.9775216,30.3421462,RU
 Salisbury University,1925,38.3450999,-75.6048549,US
 Shikoku University,1925,34.1030401,134.5536308,JP
 Southeastern Louisiana University,1925,30.5173159,-90.4688572,US
 Tampereen yliopisto,1925,61.4940149,23.7790486,FI
 Tenri University,1925,34.5961726,135.8452785,JP
 Texas A&M University-Kingsville,1925,27.5269467,-97.8825405,US
 Toho University,1925,35.5711679,139.7244098,JP
 Università per Stranieri di Perugia,1925,43.114905,12.389534,IT
 University of Baltimore,1925,39.3060186,-76.6173658,US
 University of Forestry,1925,29.5768192,-95.106243,US
 University of Miami,1925,25.7191685,-80.2771253,US
 University of Pangasinan,1925,16.0471041,120.3425147,PH
 Uniwersytet Ekonomiczny w Krakowie,1925,50.0685649,19.9551201,PL
 Xavier University of Louisiana,1925,29.9641088,-90.107647,US
 Andhra University,1926,17.728816,83.320085,IN
 Clear Creek Baptist Bible College,1926,36.7253421,-83.7275961,US
 Concordia University Texas,1926,30.4209405,-97.8362821,US
 Evangelische Hochschule für Kirchenmusik,1926,51.4844919,11.9665423,DE
 Harbin Medical University,1926,45.7003851,126.6202132,CN
 Hunan University,1926,28.178915,112.94395,CN
 Indian School of Mines,1926,23.8143819,86.4412022,IN
 Instituto Tecnológico de Roque,1926,20.5813866,-100.8268053,MX
 Isabela State University,1926,16.7208443,121.689672,PH
 Kunitachi College of Music,1926,35.732059,139.412714,JP
 Long Island University,1926,40.8172349,-73.5900738,US
 Meijo University,1926,35.1355272,136.9754934,JP
 Mercyhurst University,1926,42.1040409,-80.0541967,US
 Miriam College,1926,14.6429498,121.0775547,PH
 National Ilan University,1926,24.7462462,121.7477007,TW
 Phetchaburi Rajabhat University,1926,13.0716941,99.9766018,TH
 Philosophisch-Theologische Hochschule Sankt Georgen,1926,50.0988202,8.7131724,DE
 Pibulsongkram Rajabhat University,1926,16.8279956,100.2102383,TH
 Sarah Lawrence College,1926,40.9345909,-73.843657,US
 Scripps College,1926,34.1038119,-117.7109951,US
 Shijonawate Gakuen University,1926,34.7273061,135.6466,JP
 Southern Oregon University,1926,42.1858607,-122.6947971,US
 Southern Vermont College,1926,42.867672,-73.218582,US
 Taisho University,1926,35.7426903,139.7276779,JP
 Tianjin Academy of Fine Arts,1926,39.183717,117.216458,CN
 Toyo Gakuen University,1926,35.7047775,139.7576814,JP
 Università Iuav di Venezia,1926,45.4377642,12.3226561,IT
" Universitatea de Arta si Design, Cluj-Napoca",1926,46.779582,23.618497,RO
 Uniwersytet Ekonomiczny w Poznaniu,1926,52.4062096,16.918476,PL
 Zaporizhia Medical Academy of Postgraduate Education,1926,47.8714933,35.0744145,UA
 Austin Peay State University,1927,36.53498,-87.3548855,US
 Capitol Technology University,1927,39.0468887,-76.8503664,US
 Chukyo University,1927,35.1385413,136.9661593,JP
 Det Jyske Musikkonservatorium,1927,56.1533486,10.1975969,DK
 Dr. Bhimrao Ambedkar University,1927,27.1991273,78.0157394,IN
 École Nationale Supérieure des Arts Visuels de La Cambre,1927,50.8178008,4.3751015,BE
 Edgewood College,1927,43.060689,-89.423378,US
 Folkwang Universität der Künste,1927,51.3874497,7.0045275,DE
 Guangzhou University,1927,23.149625,113.265563,CN
 Hanbat National University,1927,36.35078,127.3011981,KR
 Institut de hautes études internationales et du développement,1927,46.2206733,6.1436272,CH
 Kauno mišku ir aplinkos inžinerijos kolegija,1927,54.8555241,24.0456893,LT
 Manhattan Christian College,1927,39.1858232,-96.5791841,US
 Menlo College,1927,37.4560639,-122.192074,US
 Montana State University Billings,1927,45.7967303,-108.5219113,US
 Nanjing Xiaozhuang University,1927,32.037095,118.752535,CN
 National Chengchi University,1927,24.9861694,121.5771149,TW
 New Jersey City University,1927,40.709662,-74.0876563,US
 Osaka Medical College,1927,34.8523702,135.6254114,JP
 Regis College,1927,42.351136,-71.3079725,US
 Samarkand Davlat Universiteti,1927,39.6489393,66.9647813,UZ
 Shahrekord University,1927,32.3526374,50.826054,IR
 Shanghai Conservatory of Music,1927,31.213264,121.454275,CN
 Southwestern Assemblies of God University,1927,32.4064313,-96.8529356,US
 St Petersburg College,1927,27.7779684,-82.7300972,US
 The American College of Financial Services,1927,40.1015569,-75.3946825,US
 The Master's University,1927,34.38247,-118.519341,US
 The University of Tennessee at Martin,1927,36.3431807,-88.8645415,US
 Universidad Adventista de Centro América,1927,10.0329375,-84.2165995,CR
 Universidad de La Laguna,1927,28.4810934,-16.3158421,ES
 Universidade Federal de Minas Gerais,1927,-19.870682,-43.9677359,BR
 Universiteit van Tilburg,1927,51.5639249,5.0434446,NL
 University of Arkansas at Little Rock,1927,34.7240568,-92.3388872,US
 University of Bridgeport,1927,41.164718,-73.1903142,US
 University of Houston,1927,29.7199489,-95.3422334,US
" University of Medicine 1, Yangon",1927,16.8215688,96.1355266,MM
 University of North Carolina at Asheville,1927,35.6163781,-82.5672238,US
 University of Southern Philippines Foundation,1927,10.3288657,123.9013104,PH
 University of the Southern Caribbean,1927,10.6933953,-61.4076718,TT
 Webber International University,1927,27.8377618,-81.5314696,US
 Zhongkai University of Agriculture and Engineering,1927,23.107883,113.280445,CN
 Aarhus Universitet,1928,56.1681384,10.2030118,DK
 Angelo State University,1928,31.4382686,-100.4602762,US
 Anhui Agricultural University,1928,31.860048,117.257372,CN
 Anhui Normal University,1928,31.284916,118.380545,CN
 Anhui University,1928,31.8417721,117.2543562,CN
 Chiba University of Commerce,1928,35.7417452,139.9068735,JP
 China Academy of Art,1928,30.243379,120.160433,CN
 College of Our Lady of the Elms,1928,42.1422257,-72.6016769,US
 Drew University,1928,40.7603164,-74.4266147,US
 Far Eastern University,1928,14.6038621,120.9864347,PH
 Guangxi University,1928,22.8342891,108.2865269,CN
 Hope International University,1928,33.876788,-117.8854268,US
 Iwate Medical University,1928,39.705294,141.151564,JP
 Kansai Medical University,1928,34.8179082,135.6455464,JP
 Kazakh National Pedagogical University,1928,43.256325,76.955183,KZ
 Khaje Nasir Toosi University of Technology,1928,35.7627046,51.4127853,IR
 Kurume University,1928,33.3287206,130.5111838,JP
 Lourdes College,1928,41.7104795,-83.7060599,US
 Mount Mercy University,1928,42.0027013,-91.6522379,US
 Osaka City University,1928,34.5922806,135.5051119,JP
 Osaka Sangyo University,1928,34.7077889,135.6436518,JP
 Pontificia Universidad Católica de Valparaíso,1928,-33.0444385,-71.6058888,CL
 Saint Mary's University of Bayombong,1928,16.4827869,121.1556464,PH
 Shanghai Lixin University of Accounting and Finance,1928,31.044932,121.198651,CN
 Showa University,1928,42.307476,-71.131317,US
 St. Petersburg State University of Industrial Technologies and Design,1928,59.941894,30.2989199,RU
 The National Teachers College,1928,14.5980775,120.9891226,PH
 University of Arkansas - Fort Smith,1928,35.3826665,-94.3733791,US
 Xi'an Peihua University,1928,34.226061,108.9099956,CN
 Yokohama City University,1928,35.333358,139.6179662,JP
 Academy of Art University,1929,37.7879584,-122.4004678,US
 Agricultural University of Georgia,1929,33.9475215,-83.3738471,US
 Akademia Muzyczna im. Karola Szymanowskiego w Katowicach,1929,50.254968,19.0297519,PL
 Akademia Wychowania Fizycznego Józefa Pilsudskiego w Warszawie,1929,52.2850832,20.9585376,PL
 Annamalai University,1929,11.3917829,79.7132032,IN
 Batumi State Maritime Academy,1929,41.6469986,41.6217913,GE
 California State University Maritime Academy,1929,38.0691862,-122.2302775,US
 Carlow University,1929,40.4389076,-79.9633547,US
 Chongqing University,1929,29.56488,106.468097,CN
 Eastern Oregon University,1929,45.3186715,-118.0916595,US
 Hochschule für Musik Karlsruhe,1929,49.0044974,8.4271649,DE
 Hotelschool The Hague,1929,52.1078958,4.2929015,NL
 Iran University of Science and Technology,1929,35.742474,51.5023103,IR
 Kazakh National Agricultural University,1929,43.2419527,76.9528767,KZ
 Kirovohrad National Technical University,1929,48.5058165,32.2143613,UA
 Marist College,1929,41.7225348,-73.9326626,US
 Misamis University,1929,8.1501544,123.8407669,PH
 Montana State University-Northern,1929,48.5408648,-109.6880953,US
 Musashino Academia Musicae,1929,35.7412487,139.6721031,JP
 Musashino Art University,1929,35.7261896,139.447649,JP
 Quinnipiac University,1929,41.4189262,-72.8936493,US
 Samarqand Qishloq xo'jalik Instituti,1929,39.6598844,66.9324261,UZ
 Tamagawa University,1929,49.1088774,-123.8295976,CA
 Tokyo City University,1929,35.598356,139.6510349,JP
 Universidad Nacional Agraria,1929,12.1479453,-86.1613376,NI
 Far Eastern State Medical University,1930,48.482321,135.070049,RU
 Armenian National Agrarian University,1930,40.1907108,44.5253928,AM
 Armenian State University of Economics,1930,40.1842484,44.5247352,AM
 ArtCenter College of Design,1930,34.1688713,-118.1851569,US
 Astrakhan State Technical University,1930,46.3754426,48.0542261,RU
 Azerbaycan Dövlet Beden Terbiyesi ve Idman Akademiyasi,1930,40.4007136,49.8566397,AZ
 Azerbaycan Dövlet Iqtisad Universiteti,1930,40.4053135,49.860401,AZ
 Azerbaycan Tibb Universiteti,1930,40.3955752,49.832795,AZ
 Baikal State University,1930,52.281126,104.2822458,RU
 Bashkir State Agricultural University,1930,54.7384263,55.9834802,RU
 Chelyabinsk State Agroengineering Academy,1930,55.1592539,61.3783713,RU
 Chuvash State Pedagogical University,1930,56.1388276,47.2483687,RU
 Codarts Rotterdam,1930,51.9219981,4.4716873,NL
 Dnipropetrovsk National University of Railway Transport,1930,48.4352372,35.0464994,UA
 Don State Technical University,1930,47.2373015,39.7121356,RU
 Donetsk National Medical University,1930,48.002584,37.8289521,UA
 Far Eastern State Technical Fisheries University,1930,43.1160519,131.8854371,RU
 Farg'ona Davlat Universiteti,1930,40.3883527,71.7770374,UZ
 Gokhale Institute of Politics and Economics,1930,18.5202719,73.8370022,IN
 Gomel State University,1930,52.4420079,31.001369,BY
 Indiana Institute of Technology,1930,41.077818,-85.116851,US
 Irkutsk National Research Technical University,1930,52.2626058,104.2613376,RU
 Ivanovo State Medical Academy,1930,56.9981773,40.9833135,RU
 Kaliningrad State Technical University,1930,54.720665,20.498349,RU
 Kazakh National Medical University,1930,43.2530197,76.9318089,KZ
 Kazan State University of Architecture and Engineering,1930,55.7837768,49.1460922,RU
 Kerala Kalamandalam,1930,10.7366151,76.2790309,IN
 Kharkiv National Automobile and Highway University,1930,50.0060818,36.2433671,UA
 Kharkiv National Technical University of Agriculture,1930,50.006015,36.245437,UA
 Kharkiv National University of Construction and Architecture,1930,50.0002807,36.2351911,UA
 Kharkiv National University of Radioelectronics,1930,50.014791,36.2284908,UA
 Kobe Pharmaceutical University,1930,34.7320046,135.2832281,JP
 Kryvyi Rih State Pedagogical University,1930,47.9074846,33.4116511,UA
 Kyiv National University of Construction and Architecture,1930,50.427486,30.4662076,UA
 Kyiv National University of Technologies and Design,1930,50.4316191,30.5392131,UA
 Moscow Automobile and Road Construction State Technical University,1930,55.8017572,37.5301194,RU
 Moscow Aviation Institute,1930,55.8109067,37.500065,RU
 Moscow State Institute of Culture,1930,55.894521,37.4766,RU
" Moscow State Technological University ""Stankin""",1930,55.7897466,37.5950191,RU
 Moscow State University of Environmental Engineering,1930,55.7669179,37.6633996,RU
 Moscow State University of Printing Arts,1930,55.8375875,37.5331441,RU
 N.R.U. Moscow Power Engineering Institute,1930,55.7554695,37.7087429,RU
 National Aerospace University,1930,50.0427316,36.2847256,UA
 National Metallurgical Academy of Ukraine,1930,48.4529174,35.0616194,UA
 National University of Physical Education and Sports of Ukraine,1930,50.4315859,30.5178017,UA
" National University of Science and Technology ""MISIS""",1930,55.7284221,37.6090764,RU
 Nizhny Novgorod State Agricultural Academy,1930,56.2425565,43.9564237,RU
 Nizhny Novgorod State University of Architecture and Civil Engineering,1930,56.3190388,43.9879651,RU
 North Central University,1930,44.9693757,-93.2613429,US
 Novosibirsk State Architectural University,1930,55.031489,82.9206821,RU
 Odessa National Maritime University,1930,46.4840085,30.7194783,UA
 Odessa State Academy of Civil Engineering and Architecture,1930,46.4841236,30.7162044,UA
 Old Dominion University,1930,36.8841106,-76.304239,US
 Orenburg State Agrarian University,1930,51.7613017,55.1147113,RU
 Panteion University,1930,37.9596453,23.7192397,GR
 Pryazovskyi State Technical University,1930,47.0954579,37.5410767,UA
 Prydniprovska State Academy of Civil Engineering and Architecture,1930,48.453269,35.0539381,UA
 Rostov State Medical University,1930,47.2274797,39.7367187,RU
 Russian State Hydrometeorological University,1930,59.9214244,30.4083065,RU
 Russian State University A.N. Kosygin,1930,55.717915,37.5976489,RU
 Russian State University of Oil and Gas,1930,55.692217,37.5551261,RU
 Samarqand Davlat Tibbiyot Instituti,1930,39.6539646,66.9588277,UZ
 Saratov State Technical University,1930,51.52971,45.977763,RU
 Siberian State Industrial University,1930,53.7548274,87.1290458,RU
 Simon Kuznets Kharkiv National University of Economics,1930,50.0139409,36.224354,UA
 St. Petersburg State Marine Technical University,1930,59.9181695,30.276644,RU
 St. Petersburg State University of Economics,1930,59.8964052,30.4085438,RU
 Stavropol State Agrarian University,1930,45.0369527,41.9611243,RU
 Tbilisi State Medical University,1930,41.7265253,44.7508796,GE
 The Bonch-Bruevich St. Petersburg State University of Telecommunications,1930,59.9026277,30.4880403,RU
 Tula State University,1930,54.166616,37.5870732,RU
 Turkmen Agricultural University,1930,37.9524396,58.3424581,TM
 Ukrainian Academy of Printing,1930,49.8697467,24.0075947,UA
 Ukrainian State University of Chemical Technology,1930,48.4510751,35.0604491,UA
 Ukrainian State University of Railway Transport,1930,49.9921285,36.2474351,UA
 Uman State Pedagogical University,1930,48.7494011,30.2239739,UA
 Universitatea de Stat din Tiraspol,1930,47.0399116,28.8080758,MD
 University of Tyumen,1930,57.158569,65.5329479,RU
 Ural State Pedagogical University,1930,56.8803602,60.6147643,RU
 Volgograd State Technical University,1930,48.805912,44.6061819,RU
 Voronezh State University of Engineering Technology,1930,51.675361,39.213637,RU
 Zaporizhzhya National University,1930,47.8182304,35.180869,UA
 China Medical University,1931,24.1560757,120.6803671,TW
 Chuvash State Agricultural Academy,1931,56.1378904,47.2063499,RU
 DeVry University,1931,41.9419965,-87.6918346,US
 Hubei University,1931,30.44873,114.271682,CN
 Hubei University of Education,1931,30.373056,114.40137,CN
 Indian Statistical Institute,1931,22.648777,88.377011,IN
 Izhevsk State Agricultural Academy,1931,56.8730152,53.1725998,RU
 Jining Normal University,1931,35.591134,116.970078,CN
 Louisiana State University Health Sciences Center,1931,29.9572962,-90.0832621,US
 Michurinsk State Agrarian University,1931,52.8852593,40.51547,RU
 Moscow State Academy of Physical Culture,1931,55.6393934,38.0134825,RU
 Moscow State Regional University,1931,55.7631502,37.6754647,RU
 Moscow State University of Food Production,1931,55.806401,37.496032,RU
 National Cheng Kung University,1931,22.9966473,120.2195854,TW
 Ogarev Mordovia State University,1931,54.187115,45.1789211,RU
 Orel State University,1931,52.9508828,36.0639716,RU
 Osaka University,1931,34.8220139,135.5244676,JP
 Ringling College of Art and Design,1931,27.3603682,-82.548481,US
 Rostov State University of Economics,1931,47.224719,39.7283339,RU
 Samarqand Iqtisodiyot va Servis Instituti,1931,39.6518763,66.9608723,UZ
 Saratov State Academy of Law,1931,51.518833,46.0201524,RU
 Saratov State Socio-Economic University,1931,51.5392496,46.0398937,RU
 Shenyang Pharmaceutical University,1931,41.769212,123.4461619,CN
 Tajik Agrarian University,1931,38.6080994,68.7865484,TJ
